SalesOrderLineKey,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Extended Amount,Unit Price Discount Pct,Product Standard Cost,Total Product Cost,Sales Amount,,
51014001,11583,352,20190524,20190603,20190531,7,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51018001,15751,352,20190524,20190603,20190531,9,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51020001,16159,354,20190524,20190603,20190531,9,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51022001,11483,356,20190525,20190604,20190601,7,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51048001,15757,354,20190527,20190606,20190603,9,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51050001,15832,356,20190527,20190606,20190603,9,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51051001,27568,356,20190528,20190607,20190604,1,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51053001,11480,352,20190528,20190607,20190604,7,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51054001,11547,354,20190528,20190607,20190604,7,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51059001,15734,352,20190528,20190607,20190604,9,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51060001,15756,352,20190528,20190607,20190604,9,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51072001,27571,352,20190530,20190609,20190606,4,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51075001,12850,354,20190530,20190609,20190606,8,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
51077001,15729,354,20190530,20190609,20190606,9,1,2071.4196,2071.4196,0,1117.8559,1117.8559,2071.4196,,
46681001,12349,362,20180531,20180610,20180607,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46682001,12355,358,20180531,20180610,20180607,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46695001,20208,358,20180602,20180612,20180609,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46718001,12570,360,20180604,20180614,20180611,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46719001,11604,362,20180605,20180615,20180612,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46728001,12354,358,20180605,20180615,20180612,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46736001,12341,360,20180606,20180616,20180613,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46738001,12576,362,20180606,20180616,20180613,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46742001,20206,358,20180607,20180617,20180614,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46747001,26127,360,20180608,20180618,20180615,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46748001,26252,360,20180608,20180618,20180615,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46764001,26238,360,20180610,20180620,20180617,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46767001,12573,362,20180610,20180620,20180617,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46776001,12356,360,20180611,20180621,20180618,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46788001,12342,358,20180612,20180622,20180619,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46789001,28506,358,20180613,20180623,20180620,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46795001,26234,362,20180613,20180623,20180620,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46796001,26247,360,20180613,20180623,20180620,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46808001,12347,360,20180615,20180625,20180622,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46826001,12575,360,20180617,20180627,20180624,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46844001,12343,358,20180619,20180629,20180626,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46845001,11603,358,20180620,20180630,20180627,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46851001,20209,360,20180620,20180630,20180627,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46862001,11550,362,20180622,20180702,20180629,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46863001,11575,362,20180622,20180702,20180629,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46875001,11470,362,20180624,20180704,20180701,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46887001,12340,362,20180625,20180705,20180702,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46915001,26276,362,20180629,20180709,20180706,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46919001,11481,362,20180629,20180709,20180706,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46920001,11609,362,20180630,20180710,20180707,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
46927001,12348,362,20180630,20180710,20180707,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47074001,26293,362,20180701,20180711,20180708,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47075001,12685,360,20180701,20180711,20180708,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47076001,12588,362,20180701,20180711,20180708,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47080001,26302,360,20180702,20180712,20180709,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47098001,12667,360,20180704,20180714,20180711,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47100001,11612,360,20180705,20180715,20180712,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47118001,28541,362,20180706,20180716,20180713,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47143001,12684,362,20180709,20180719,20180716,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47149001,12669,360,20180710,20180720,20180717,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47152001,28547,360,20180711,20180721,20180718,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47158001,26280,360,20180712,20180722,20180719,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47159001,26300,362,20180712,20180722,20180719,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47163001,12671,362,20180712,20180722,20180719,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47164001,12123,360,20180713,20180723,20180720,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47176001,11492,358,20180714,20180724,20180721,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47196001,26286,362,20180715,20180725,20180722,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47211001,12578,362,20180717,20180727,20180724,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47212001,12580,360,20180717,20180727,20180724,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47216001,26299,360,20180718,20180728,20180725,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47219001,12577,362,20180718,20180728,20180725,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47220001,12579,358,20180718,20180728,20180725,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47229001,26295,358,20180719,20180729,20180726,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47231001,11564,362,20180719,20180729,20180726,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47242001,28540,362,20180720,20180730,20180727,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47255001,11561,358,20180722,20180801,20180729,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47261001,26305,362,20180722,20180801,20180729,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47263001,12589,358,20180722,20180801,20180729,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47269001,28512,362,20180724,20180803,20180731,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47270001,28519,360,20180724,20180803,20180731,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47279001,12680,362,20180724,20180803,20180731,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47289001,26297,360,20180725,20180804,20180801,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47301001,26292,358,20180726,20180805,20180802,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47302001,12670,360,20180726,20180805,20180802,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47314001,12673,362,20180727,20180806,20180803,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47323001,28529,362,20180729,20180808,20180805,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47328001,12681,360,20180729,20180808,20180805,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47342001,26304,360,20180731,20180810,20180807,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47346001,12585,360,20180731,20180810,20180807,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47470001,28685,358,20180803,20180813,20180810,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47493001,28569,358,20180808,20180818,20180815,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47501001,12214,360,20180808,20180818,20180815,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47504001,11605,360,20180809,20180819,20180816,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47516001,26309,362,20180810,20180820,20180817,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47527001,28559,360,20180811,20180821,20180818,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47540001,26326,362,20180813,20180823,20180820,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47544001,12694,358,20180813,20180823,20180820,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47546001,28683,360,20180814,20180824,20180821,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47554001,12222,362,20180814,20180824,20180821,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47559001,12699,362,20180815,20180825,20180822,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47575001,26315,362,20180818,20180828,20180825,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47591001,26313,360,20180820,20180830,20180827,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47598001,26306,358,20180821,20180831,20180828,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47599001,26327,362,20180821,20180831,20180828,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47638001,26319,362,20180827,20180906,20180903,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47731001,12283,362,20180831,20180910,20180907,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47736001,12705,358,20180831,20180910,20180907,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47743001,12988,362,20180901,20180911,20180908,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47744001,12989,360,20180901,20180911,20180908,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47745001,12998,360,20180901,20180911,20180908,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47746001,13022,358,20180901,20180911,20180908,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47753001,13020,360,20180902,20180912,20180909,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47765001,26343,360,20180905,20180915,20180912,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47766001,26329,358,20180905,20180915,20180912,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47769001,12703,360,20180905,20180915,20180912,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47791001,13036,358,20180909,20180919,20180916,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47799001,12264,360,20180911,20180921,20180918,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47814001,26338,360,20180912,20180922,20180919,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47831001,12281,362,20180914,20180924,20180921,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47841001,26490,362,20180915,20180925,20180922,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47848001,26328,358,20180916,20180926,20180923,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47851001,26331,358,20180917,20180927,20180924,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47853001,26487,362,20180917,20180927,20180924,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47856001,12995,362,20180917,20180927,20180924,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47857001,13024,360,20180917,20180927,20180924,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47859001,28713,358,20180918,20180928,20180925,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47867001,12991,360,20180918,20180928,20180925,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47878001,12702,358,20180919,20180929,20180926,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47880001,28689,360,20180920,20180930,20180927,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47886001,13011,358,20180920,20180930,20180927,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47894001,26344,358,20180921,20181001,20180928,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47899001,12996,358,20180922,20181002,20180929,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47900001,13035,362,20180922,20181002,20180929,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47902001,13076,360,20180922,20181002,20180929,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47908001,20468,362,20180923,20181003,20180930,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47911001,13077,358,20180923,20181003,20180930,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47912001,28724,360,20180924,20181004,20181001,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47915001,26351,360,20180924,20181004,20181001,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47917001,13001,358,20180924,20181004,20181001,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47918001,13006,362,20180924,20181004,20181001,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47920001,12282,358,20180925,20181005,20181002,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47923001,26486,358,20180925,20181005,20181002,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47926001,13079,360,20180925,20181005,20181002,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
47944001,28690,362,20180929,20181009,20181006,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48099001,12128,360,20181002,20181012,20181009,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48106001,20546,360,20181003,20181013,20181010,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48123001,13080,360,20181006,20181016,20181013,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48131001,20483,360,20181008,20181018,20181015,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48142001,12213,362,20181010,20181020,20181017,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48145001,26491,362,20181010,20181020,20181017,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48148001,11614,362,20181011,20181021,20181018,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48153001,26575,362,20181011,20181021,20181018,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48167001,26539,362,20181013,20181023,20181020,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48182001,26600,360,20181016,20181026,20181023,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48185001,12286,360,20181017,20181027,20181024,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48200001,26537,358,20181019,20181029,20181026,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48203001,12226,360,20181020,20181030,20181027,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48205001,26509,362,20181020,20181030,20181027,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48212001,12289,362,20181021,20181031,20181028,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48213001,12292,358,20181021,20181031,20181028,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48230001,26530,360,20181024,20181103,20181031,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48231001,26579,362,20181024,20181103,20181031,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48241001,26520,360,20181025,20181104,20181101,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48270001,13081,360,20181028,20181107,20181104,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48277001,12287,360,20181030,20181109,20181106,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48282001,26540,362,20181030,20181109,20181106,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48410001,26649,358,20181031,20181110,20181107,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48430001,26633,360,20181102,20181112,20181109,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48438001,13117,362,20181103,20181113,20181110,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48444001,26618,362,20181104,20181114,20181111,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48450001,26645,362,20181104,20181114,20181111,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48451001,13107,358,20181104,20181114,20181111,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48454001,12328,358,20181105,20181115,20181112,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48455001,12380,360,20181105,20181115,20181112,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48456001,20651,360,20181105,20181115,20181112,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48457001,13110,362,20181105,20181115,20181112,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48481001,20669,358,20181107,20181117,20181114,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48491001,13126,358,20181108,20181118,20181115,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48493001,12402,362,20181109,20181119,20181116,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48495001,26602,360,20181109,20181119,20181116,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48496001,26603,362,20181109,20181119,20181116,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48497001,26606,360,20181109,20181119,20181116,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48499001,13132,358,20181109,20181119,20181116,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48500001,13135,358,20181109,20181119,20181116,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48511001,26635,362,20181110,20181120,20181117,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48529001,26638,360,20181111,20181121,20181118,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48531001,13105,360,20181111,20181121,20181118,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48532001,13112,362,20181111,20181121,20181118,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48537001,12318,362,20181112,20181122,20181119,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48542001,26676,360,20181112,20181122,20181119,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48545001,12335,360,20181112,20181122,20181119,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48554001,26622,362,20181113,20181123,20181120,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48558001,26684,360,20181113,20181123,20181120,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48565001,26604,358,20181114,20181124,20181121,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48572001,28756,362,20181115,20181125,20181122,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48575001,13123,360,20181115,20181125,20181122,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48576001,13133,362,20181115,20181125,20181122,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48580001,12231,358,20181116,20181126,20181123,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48591001,28739,358,20181117,20181127,20181124,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48593001,12394,362,20181117,20181127,20181124,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48594001,26614,362,20181117,20181127,20181124,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48601001,28728,362,20181118,20181128,20181125,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48605001,26616,358,20181118,20181128,20181125,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48608001,26644,358,20181118,20181128,20181125,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48610001,13134,358,20181118,20181128,20181125,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48611001,13518,360,20181118,20181128,20181125,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48620001,20665,360,20181119,20181129,20181126,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48621001,13129,360,20181119,20181129,20181126,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48624001,13109,362,20181119,20181129,20181126,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48627001,28758,362,20181120,20181130,20181127,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48630001,26623,358,20181121,20181201,20181128,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48634001,12230,362,20181121,20181201,20181128,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48635001,28750,358,20181121,20181201,20181128,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48639001,20670,358,20181121,20181201,20181128,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48653001,20680,360,20181122,20181202,20181129,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48659001,28749,362,20181123,20181203,20181130,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48663001,13118,362,20181123,20181203,20181130,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48666001,13090,360,20181123,20181203,20181130,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48671001,12270,360,20181124,20181204,20181201,8,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48673001,13131,360,20181124,20181204,20181201,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48677001,12391,358,20181125,20181205,20181202,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48678001,26627,362,20181125,20181205,20181202,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48690001,13130,360,20181126,20181206,20181203,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48694001,12315,362,20181127,20181207,20181204,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48695001,26624,362,20181127,20181207,20181204,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48698001,26647,362,20181127,20181207,20181204,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48699001,13115,362,20181127,20181207,20181204,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48700001,13519,360,20181127,20181207,20181204,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48701001,13103,360,20181127,20181207,20181204,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48727001,13128,360,20181130,20181210,20181207,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48813001,13631,362,20181202,20181212,20181209,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48814001,13647,360,20181202,20181212,20181209,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48820001,13958,358,20181203,20181213,20181210,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48827001,26729,360,20181204,20181214,20181211,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48835001,21148,360,20181205,20181215,20181212,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48836001,13959,360,20181205,20181215,20181212,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48845001,13620,362,20181207,20181217,20181214,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48846001,13651,360,20181207,20181217,20181214,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48849001,28904,360,20181208,20181218,20181215,7,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48856001,13967,358,20181208,20181218,20181215,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48866001,13527,362,20181209,20181219,20181216,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48871001,20736,360,20181210,20181220,20181217,6,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48874001,13970,360,20181210,20181220,20181217,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48879001,12526,362,20181211,20181221,20181218,10,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48882001,26801,362,20181211,20181221,20181218,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48889001,26711,362,20181212,20181222,20181219,4,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48890001,13618,358,20181212,20181222,20181219,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48891001,13650,360,20181212,20181222,20181219,9,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
48900001,26734,358,20181213,20181223,20181220,1,1,2049.0982,2049.0982,0,1105.81,1105.81,2049.0982,,
